corr,s1,s2
0.7431208693816589,600018,600010
0.6932495913779649,600018,600012
0.6927882508580304,600018,600020
0.689640753901464,600018,600177
0.6768281810493589,600018,600103
0.6698583577357788,600018,600006
0.6655769863289849,600018,600500
0.6651553965204988,600018,600399
0.6624709111903787,600018,600350
0.6580300421852501,600018,600117
0.6573714863296009,600018,600197
0.6530740702261694,600018,600035
0.6494071345720673,600018,600377
0.6476589692784213,600018,600560
0.6461252994183815,600018,600367
0.6445810207717741,600018,600569
0.6434513668482017,600018,600320
0.6413231235645215,600018,600270
0.6400707956341447,600018,600356
0.636973828749472,600018,600183
0.6366332007423494,600018,600303
0.6350380342822589,600018,600026
0.6341055614350505,600018,600156
0.6335788490720753,600018,600278
0.6331092552780476,600018,600008
0.6317466324449724,600018,600004
0.6314002830837284,600018,600072
0.6304408954439576,600018,600192
0.6300530084032844,600018,600495
0.6294517499101311,600018,600219
0.6288769524075313,600018,600098
0.6287396844158554,600018,600021
0.62710374033981,600018,600393
0.6269807685990625,600018,600215
0.6265911250596041,600018,600567
0.6254426584402468,600018,600382
0.6239135096649305,600018,600122
0.6230979259926632,600018,600292
0.6220721180474355,600018,600288
0.6220477023969246,600018,600573
0.620796174473265,600018,600019
0.6206724314000699,600018,600064
0.6173796106815944,600018,600033
0.6163600604619802,600018,600091
0.6162608966867619,600018,600281
0.6151916532937518,600018,600308
0.6149656952856632,600018,600309
0.6137568249232276,600018,600068
0.6134198310815124,600018,600621
0.6110909046979188,600018,600152
0.6110152627502012,600018,600597
0.6107662391562934,600018,600075
0.6104212832557314,600018,600108
0.6099622691187058,600018,600467
0.6098810480578921,600018,600206
0.6095748682864788,600018,600125
0.6094039426959139,600018,600007
0.6085167273822203,600018,600529
0.6070554784975345,600018,600375
0.6068637490281439,600018,600022
0.6063129935661431,600018,600512
0.6056173653661414,600018,600456
0.6053814029947004,600018,600218
0.6050813438684414,600018,600221
0.6042913743906403,600018,600071
0.6028436979684921,600018,600172
0.6014729103058917,600018,600388
0.599620553065092,600018,600105
0.5995036382521992,600018,600403
0.5994132544300421,600018,600229
0.5988601456230459,600018,600069
0.5987637208453759,600018,600323
0.5983355625728136,600018,600160
0.5981679938199919,600018,600302
0.598125627499762,600018,600396
0.5974934081450645,600018,600277
0.5974183753598448,600018,600005
0.5968646208623856,600018,600263
0.5967587914703799,600018,600190
0.5966407556135632,600018,600330
0.5965270525904064,600018,600210
0.5957042952019778,600018,600168
0.5946504974419684,600018,600310
0.5932960175021267,600018,600390
0.59301303458579,600018,600235
0.5927999093259229,600018,600170
0.5924301989292335,600018,600009
0.5918642941647771,600018,600400
0.5917509012685264,600018,600081
0.5907719686250186,600018,600318
0.5907043530328796,600018,600027
0.5906060971712965,600018,600481
0.59058018596305,600018,600566
0.5895990046758158,600018,600558
0.58904929982384,600018,600605
0.5890385591425897,600018,600328
0.5888134662232786,600018,600606
0.5884951573737988,600018,600307
0.5876933589284242,600018,600074
0.5875722166364312,600018,600305
0.5875554863455305,600018,600028
0.587111430918194,600018,600115
0.5867718881287417,600018,600461
0.5856812557236831,600018,600578
0.5855504920616628,600018,600121
0.5854447693221463,600018,600448
0.5853278096739113,600018,600114
0.5842111065147743,600018,600585
0.5838946831404919,600018,600617
0.5829889090612291,600018,600212
0.5828411267106707,600018,600085
0.5815660493279278,600018,600531
0.5809080985232327,600018,600171
0.5803698173615692,600018,600345
0.5801609190087071,600018,600322
0.5797501349199666,600018,600353
0.5789710740843411,600018,600258
0.5785864263565488,600018,600230
0.5781112881482172,600018,600099
0.5777840757821262,600018,600496
0.5763969346794314,600018,600037
0.5759059971955685,600018,600446
0.5753114714953885,600018,600060
0.575307797498261,600018,600232
0.574910132978264,600018,600150
0.5745581557887579,600018,600526
0.5731773417470144,600018,600358
0.573029823879948,600018,600266
0.5730270979570747,600018,600129
0.5726986278564372,600018,600508
0.5724388150720229,600018,600182
0.5721075955927035,600018,600619
0.572093061817789,600018,600138
0.5716461570634832,600018,600561
0.5711475925214489,600018,600054
0.568697802215951,600018,600539
0.568639972046969,600018,600287
0.5684179964825403,600018,600118
0.567218628127113,600018,600119
0.5666643397267664,600018,600201
0.5664990368403198,600018,600272
0.5662717421767666,600018,600477
0.5661839808572362,600018,600493
0.5661545201202567,600018,600113
0.5658796104185756,600018,600130
0.5657274174965762,600018,600548
0.565452093009618,600018,600102
0.5654211807441073,600018,600226
0.5650528367929287,600018,600487
0.5649116966123804,600018,600609
0.5645985836907922,600018,600126
0.5645897644297302,600018,600095
0.5645629993326656,600018,600405
0.5642670482828378,600018,600053
0.564254734000753,600018,600293
0.5639192524188086,600018,600088
0.5638132273615601,600018,600507
0.5636079291937001,600018,600460
0.5635502356761513,600018,600101
0.5628563702256287,600018,600162
0.5627853276180346,600018,600128
0.5625949635085661,600018,600284
0.5625260767108772,600018,600563
0.5618576267838319,600018,600243
0.5618167650951272,600018,600601
0.5617414399416213,600018,600104
0.5599347255854344,600018,600480
0.5589678129117055,600018,600186
0.5577630282836351,600018,600319
0.5576350572248108,600018,600086
0.5573416604082546,600018,600343
0.5572265253389278,600018,600459
0.55710132342603,600018,600298
0.5565068979165843,600018,600483
0.5564630336688251,600018,600165
0.5564205429667888,600018,600370
0.5561964920134473,600018,600158
0.5553071162529223,600018,600247
0.5551069719523711,600018,600452
0.5540224204239748,600018,600191
0.5538713119809199,600018,600107
0.5535768872276273,600018,600193
0.5535120164093236,600018,600031
0.5534397503299756,600018,600029
0.552302444569974,600018,600148
0.5522509905140623,600018,600581
0.5515940065035553,600018,600116
0.5507770894998297,600018,600476
0.5498023053617228,600018,600387
0.5497363234396482,600018,600616
0.549604711201203,600018,600237
0.5493733965938878,600018,600151
0.5488213443577302,600018,600236
0.548646672958807,600018,600618
0.5483026797634873,600018,600420
0.5469647553459409,600018,600595
0.5461143375265214,600018,600050
0.5457625908090609,600018,600571
0.5451827661791855,600018,600189
0.5444558929299195,600018,600416
0.5436133265988715,600018,600366
0.5433297554280271,600018,600610
0.5432691211703273,600018,600410
0.5430122144916303,600018,600067
0.5429831088466607,600018,600501
0.5419124372843654,600018,600332
0.5418559310567166,600018,600418
0.5413884685440435,600018,600265
0.5407800631953886,600018,600295
0.5398568435229627,600018,600321
0.5393469313186592,600018,600475
0.5390667817875763,600018,600391
0.5386562495597367,600018,600268
0.5381583526320961,600018,600549
0.5377335597457704,600018,600207
0.5375531929316777,600018,600078
0.537255393757514,600018,600199
0.5367036039186127,600018,600056
0.5366954301559084,600018,600279
0.536612286284931,600018,600070
0.5365612533537593,600018,600275
0.5362659005957883,600018,600100
0.5355218397161352,600018,600169
0.5351371890720064,600018,600530
0.5350176711106577,600018,600188
0.5348223411230968,600018,600589
0.5338753396139546,600018,600438
0.5338433794128845,600018,600131
0.5329738746618514,600018,600123
0.5329036876911136,600018,600262
0.5328803732080936,600018,600620
0.532876050418995,600018,600468
0.5322317673156934,600018,600175
0.5320702080243684,600018,600339
0.5316891350133195,600018,600080
0.5316750787512867,600018,600552
0.5314897679876334,600018,600285
0.5312410919267451,600018,600470
0.5304585195769145,600018,600522
0.5302041570203385,600018,600553
0.5298289030596848,600018,600240
0.5292256846334469,600018,600058
0.5291602416626439,600018,600455
0.528949767155811,600018,600355
0.5289453648504886,600018,600458
0.5286299631574158,600018,600166
0.5282989981133502,600018,600301
0.5278165041351911,600018,600362
0.5266719943381302,600018,600498
0.5266596901558694,600018,600202
0.5265691787089288,600018,600602
0.5265021195959688,600018,600559
0.5264603791774313,600018,600256
0.5263285235005696,600018,600550
0.5261524018741561,600018,600200
0.5251583834308685,600018,600615
0.5250169065605685,600018,600063
0.5246548896160073,600018,600273
0.5246280130755895,600018,600112
0.524176256185319,600018,600196
0.5239508723699493,600018,600488
0.5235428884615333,600018,600519
0.5235138416527095,600018,600038
0.5228970796927043,600018,600176
0.5227453429642185,600018,600211
0.5216455938016374,600018,600423
0.5215074771882732,600018,600011
0.5214851812048553,600018,600249
0.5214602069627106,600018,600533
0.5213882070846052,600018,600327
0.5208392203969834,600018,600283
0.520769876542939,600018,600505
0.5206171499198802,600018,600217
0.5204433222829715,600018,600127
0.5196177939652745,600018,600333
0.5195099083136311,600018,600290
0.5192210213546264,600018,600523
0.5190257273393214,600018,600611
0.5181453676764991,600018,600389
0.5181156503905145,600018,600336
0.5180591978567824,600018,600368
0.5177407930059318,600018,600159
0.5174176108801838,600018,600052
0.5173708403596613,600018,600157
0.5167282411818114,600018,600600
0.5163165627475771,600018,600195
0.5158014992691567,600018,600257
0.5156069550520956,600018,600359
0.5155836577155818,600018,600066
0.5144255490265054,600018,600073
0.5138304087690134,600018,600527
0.5122062229922733,600018,600365
0.5121178191016444,600018,600433
0.5120222862749233,600018,600486
0.5106455616555501,600018,600594
0.5105612785915971,600018,600491
0.5105023529319909,600018,600497
0.5101838557872125,600018,600173
0.5099267348879668,600018,600528
0.5095711167791344,600018,600596
0.5094784319828805,600018,600590
0.5091959675198381,600018,600425
0.5073574863625708,600018,600185
0.5067319207998652,600018,600016
0.5066709197765776,600018,600397
0.5064364146858348,600018,600363
0.50624716534212,600018,600535
0.5061284306031307,600018,600036
0.5040886675582564,600018,600261
0.5040517755104098,600018,600120
0.5040339016966374,600018,600499
0.503086450355543,600018,600593
0.5027790644916187,600018,600361
0.5026288044603212,600018,600179
0.5020621120331867,600018,600149
0.5017101489049803,600018,600250
0.5016279155289087,600018,600061
0.5015878765159746,600018,600039
0.5013507865647855,600018,600252
0.5005097920846412,600018,600110
0.5002252833746864,600018,600015
0.4997121025637873,600018,600428
0.4996637789099164,600018,600017
0.49951854433123394,600018,600267
0.49935596413767713,600018,600135
0.4974791646297413,600018,600143
0.4959639178571853,600018,600598
0.4954887239025231,600018,600089
0.49514050805936255,600018,600378
0.49451457980085056,600018,600253
0.4942132098337957,600018,600612
0.49403596872539984,600018,600525
0.4939859634138497,600018,600409
0.49385120912084185,600018,600167
0.4933697294003391,600018,600055
0.4922229880843541,600018,600469
0.4909673993771764,600018,600062
0.4899270888453017,600018,600231
0.4896147847935761,600018,600426
0.48902700285550676,600018,600153
0.48900856420125416,600018,600580
0.48867425606734366,600018,600604
0.4878884902670708,600018,600371
0.48722568610540606,600018,600178
0.4866445747539861,600018,600234
0.486004661765865,600018,600280
0.48598276784482053,600018,600289
0.48387124844242757,600018,600079
0.4835880079668785,600018,600137
0.4832532841343771,600018,600490
0.4831800740401976,600018,600106
0.4826233355348472,600018,600208
0.48258596312556234,600018,600051
0.481497672931346,600018,600608
0.4811393831804613,600018,600133
0.4810333407015111,600018,600338
0.4803505216046171,600018,600587
0.4797529892022755,600018,600282
0.47958901910882873,600018,600478
0.47885871727623625,600018,600260
0.4775649923118559,600018,600502
0.4766889695853522,600018,600613
0.4765611453370139,600018,600614
0.4757376976977736,600018,600306
0.47522697683080195,600018,600463
0.4745339260484639,600018,600228
0.4735758582350399,600018,600093
0.4727798029607158,600018,600346
0.4722566364057879,600018,600532
0.4715723419478408,600018,600198
0.47071029422151806,600018,600163
0.47066579525689345,600018,600436
0.47013614603958015,600018,600222
0.4699790818699761,600018,600449
0.4696146239005793,600018,600555
0.4685237282770233,600018,600238
0.4672834466109534,600018,600203
0.46568525372744823,600018,600485
0.465158940916004,600018,600381
0.4643736552911573,600018,600299
0.46424019483461065,600018,600545
0.4640735758590705,600018,600422
0.4639627176035744,600018,600090
0.46311367023489886,600018,600209
0.46292241053472183,600018,600538
0.4625776165361162,600018,600083
0.46257588236976366,600018,600335
0.4624421751435698,600018,600386
0.4609326383973063,600018,600141
0.46083650363502154,600018,600216
0.4590646765010213,600018,600184
0.45827304604287217,600018,600429
0.45780570873431203,600018,600241
0.45776001234721364,600018,600506
0.4560499149929789,600018,600515
0.45602103422121537,600018,600316
0.45593115904200077,600018,600180
0.4556977319385426,600018,600077
0.4551976212806332,600018,600537
0.45483789958444726,600018,600145
0.45396194396397405,600018,600540
0.45208877638765216,600018,600419
0.4511340316075377,600018,600376
0.4507407346848299,600018,600326
0.44872806697609746,600018,600269
0.44865258618415715,600018,600513
0.44835794338925045,600018,600097
0.4473502030881983,600018,600570
0.4472778034586501,600018,600340
0.4467258252805289,600018,600233
0.4447362549681602,600018,600510
0.44334087784645726,600018,600398
0.44295995083652856,600018,600576
0.4424574421416537,600018,600577
0.441588254596754,600018,600084
0.44149796991280865,600018,600521
0.43727308156910577,600018,600220
0.4366838409885107,600018,600227
0.4363987524945987,600018,600311
0.43538142808952557,600018,600520
0.43399583108529227,600018,600354
0.43351735322772483,600018,600082
0.4328060645815183,600018,600132
0.4304743663777332,600018,600379
0.42941480277741256,600018,600213
0.42612136914254095,600018,600255
0.4253734412091383,600018,600360
0.42398940367661986,600018,600586
0.42352119070908667,600018,600315
0.4220652427250994,600018,600109
0.4218240523326067,600018,600579
0.4213086397919784,600018,600572
0.4212138605241923,600018,600408
0.4201956300902197,600018,600462
0.417709741408533,600018,600543
0.41619478855822845,600018,600372
0.41555057160056097,600018,600337
0.41551956409979796,600018,600297
0.41537985708370195,600018,600300
0.4148786100308859,600018,600239
0.4139506929355564,600018,600136
0.4127788590031109,600018,600317
0.4127375637922227,600018,600352
0.4120841333548127,600018,600291
0.40797488203933935,600018,600406
0.40637966088396876,600018,600312
0.40190990980007096,600018,600000
0.40181709226959345,600018,600546
0.4009769076303482,600018,600369
0.39992610196716055,600018,600584
0.3998710206300595,600018,600479
0.3982334918898352,600018,600516
0.39733262802457137,600018,600421
0.3965371099714106,600018,600059
0.39448113460903544,600018,600599
0.39319821041991254,600018,600392
0.39162154742494854,600018,600161
0.39134298416798535,600018,600380
0.39058546162900804,600018,600155
0.3843108685084875,600018,600557
0.38307858282902507,600018,600489
0.3803613065755262,600018,600568
0.3799040015380903,600018,600076
0.374928151486215,600018,600223
0.37491699017016794,600018,600246
0.37434180230141684,600018,600395
0.37225638043704073,600018,600536
0.3703547228323545,600018,600242
0.36944189852194076,600018,600444
0.36752461140504256,600018,600575
0.36440698395010407,600018,600547
0.3636761316556555,600018,600385
0.3633506870637424,600018,600087
0.36170897426128445,600018,600592
0.35782471243015357,600018,600329
0.35691446969498297,600018,600373
0.35481244964491604,600018,600276
0.35183059090174273,600018,600503
0.3515185393750684,600018,600348
0.3497061143712722,600018,600251
0.34517394387707967,600018,600466
0.3444293043708458,600018,600111
0.3429432849573371,600018,600030
0.34043918041046,600018,600509
0.3349135444097017,600018,600562
0.33248020040476756,600018,600248
0.33169901425985715,600018,600482
0.3311840278382953,600018,600048
0.3300993247026766,600018,600351
0.32878055284026686,600018,600146
0.3258115563722957,600018,600096
0.3211197326948002,600018,600518
0.3203188091366999,600018,600432
0.3189320174096626,600018,600271
0.31478372615270156,600018,600139
0.31056983549509726,600018,600582
0.2944735466466109,600018,600439
0.29118578523152977,600018,600435
0.28970366149926513,600018,600583
0.28087116037520055,600018,600551
0.2686526555182981,600018,600325
0.25562228345331933,600018,600517
0.24938126340301858,600018,600415
0.23901580993058602,600018,600565
0.23615757949737295,600018,600511
0.23039198349849807,600018,600383
0.22496634122845463,600018,600259
0.22467226752932826,600018,600588
0.21920425334230956,600018,600331
0.2093327182113527,600018,600187
0.0,600018,600018
0.0,600018,600225
