corr,s1,s2
0.7082704836294799,600100,600210
0.707061198836859,600100,600283
0.6919686318407899,600100,600020
0.6829092357167932,600100,600012
0.6764950779207796,600100,600008
0.6738165515046594,600100,600467
0.6725985669317887,600100,600206
0.6698841169916622,600100,600330
0.6695599309286255,600100,600448
0.6678320298307945,600100,600512
0.6649511296121338,600100,600110
0.6644474067892053,600100,600075
0.6607776333932166,600100,600129
0.6605784396433391,600100,600396
0.660397285331131,600100,600573
0.655238097853963,600100,600592
0.6547278513478264,600100,600103
0.6532157714807558,600100,600226
0.6515811614297524,600100,600263
0.6504344268954332,600100,600035
0.6494699477946195,600100,600177
0.6484945163571495,600100,600350
0.6471711841596275,600100,600545
0.647162926868556,600100,600158
0.646787637772654,600100,600229
0.6448672502532999,600100,600201
0.6447360394579301,600100,600108
0.6444482286527808,600100,600088
0.6443704318947531,600100,600152
0.6431325462988117,600100,600037
0.6426661201527456,600100,600232
0.6426605522888965,600100,600567
0.6396903903137936,600100,600601
0.6393048833836686,600100,600138
0.6382923953254189,600100,600288
0.637649493236902,600100,600183
0.6360524768691739,600100,600308
0.6352385619995102,600100,600006
0.6351948539788204,600100,600219
0.634746989890735,600100,600358
0.6327185072795078,600100,600470
0.6319817434530625,600100,600156
0.6318166986988425,600100,600033
0.6313902644259691,600100,600258
0.6311772895046845,600100,600071
0.6302525124736511,600100,600282
0.6301784585393914,600100,600400
0.6300844013361181,600100,600160
0.6291776346181343,600100,600501
0.6281162342886434,600100,600270
0.6260646097591216,600100,600382
0.6242688265465218,600100,600493
0.6228622328265745,600100,600125
0.6212589008366014,600100,600200
0.6211721028252476,600100,600597
0.6195753604477131,600100,600527
0.6191087137487854,600100,600284
0.618380026541419,600100,600069
0.6173415331442836,600100,600377
0.6170637978867617,600100,600528
0.6170232665967169,600100,600186
0.6166439086754172,600100,600114
0.6161209570987783,600100,600403
0.6152292001168913,600100,600530
0.6145071119289279,600100,600063
0.6140603152557023,600100,600235
0.6139875154275787,600100,600007
0.6139539994193641,600100,600420
0.6131206307396168,600100,600197
0.6127743070843719,600100,600410
0.6113363821239665,600100,600116
0.6109580519758174,600100,600460
0.6102806513141277,600100,600176
0.6091704649845856,600100,600026
0.6089366435687871,600100,600285
0.6088254569653142,600100,600191
0.6087127701802445,600100,600423
0.6079546867162644,600100,600598
0.6070456860670238,600100,600237
0.6068412040608184,600100,600298
0.6062837635198897,600100,600356
0.6048081388686335,600100,600560
0.6046989853588441,600100,600250
0.604516852607093,600100,600113
0.6044888667028762,600100,600525
0.6044099094806727,600100,600056
0.6040774841018443,600100,600363
0.603143252151837,600100,600117
0.602687085160062,600100,600367
0.6021533974528823,600100,600278
0.6021469790140836,600100,600438
0.6015418657195214,600100,600305
0.6009733500559288,600100,600085
0.6009004022616742,600100,600345
0.6005278456037575,600100,600004
0.6003275891533448,600100,600318
0.600318193561835,600100,600196
0.5989670809528038,600100,600500
0.5989188597140689,600100,600243
0.598828887666512,600100,600535
0.5986652571705895,600100,600292
0.5975489779782686,600100,600081
0.5971680894075073,600100,600230
0.5970848276982078,600100,600168
0.5963133923539771,600100,600131
0.5950210836039721,600100,600150
0.5948618602425012,600100,600064
0.594142594702502,600100,600093
0.5941348307068802,600100,600378
0.593540859640527,600100,600375
0.5927937860398512,600100,600452
0.5922183207553441,600100,600281
0.5921617924295505,600100,600218
0.5909583715930887,600100,600215
0.5905541371045044,600100,600558
0.5893457010764718,600100,600488
0.5892399201572932,600100,600192
0.5889423994998584,600100,600098
0.5888538824494937,600100,600529
0.5887817371419716,600100,600461
0.5884195296581032,600100,600578
0.5880741886733768,600100,600483
0.5872301319365357,600100,600539
0.587046659448652,600100,600481
0.5863563337745348,600100,600508
0.58633813811797,600100,600353
0.5853836376506351,600100,600086
0.5852123934561828,600100,600212
0.5850297727478841,600100,600073
0.5830007596073872,600100,600074
0.5829680977084264,600100,600522
0.5825798713552084,600100,600054
0.582021515684536,600100,600107
0.581991824780601,600100,600099
0.581495739129851,600100,600303
0.5811836342194219,600100,600072
0.581164211819566,600100,600416
0.5803171459123303,600100,600029
