corr,s1,s2
0.8298179151687627,600035,600012
0.8215881416628228,600035,600020
0.7864551345907163,600035,600377
0.7787545089040209,600035,600350
0.7531800112181084,600035,600103
0.7397126320455235,600035,600033
0.7351274680097291,600035,600156
0.7333481557305019,600035,600270
0.731750106232925,600035,600308
0.7161767577156626,600035,600601
0.7095088283936455,600035,600098
0.7091801390627464,600035,600006
0.7080555331428221,600035,600512
0.7077999127996005,600035,600177
0.7056986926023442,600035,600567
0.7031654899029295,600035,600548
0.7020072243600601,600035,600004
0.7017740363731646,600035,600500
0.7010585260191887,600035,600529
0.6999780848272211,600035,600375
0.6992302499423814,600035,600448
0.6977090201147175,600035,600125
0.694600873763621,600035,600495
0.6931580753319466,600035,600197
0.6909255261747625,600035,600303
0.6906818380821693,600035,600367
0.690367379269284,600035,600064
0.6887350571612509,600035,600305
0.6882955247135283,600035,600229
0.6880867516657743,600035,600116
0.6865713896617722,600035,600183
0.6861687668627177,600035,600068
0.6861515052388291,600035,600573
0.6858489381278958,600035,600400
0.6853851034568874,600035,600007
0.6845047871564021,600035,600215
0.6840386648390981,600035,600467
0.6829781271525872,600035,600071
0.6822667191027365,600035,600206
0.6820561276924167,600035,600021
0.681556812259303,600035,600010
0.6794303857982608,600035,600288
0.6791861063434399,600035,600263
0.6790639873838452,600035,600597
0.6790214119546562,600035,600008
0.6785545031596428,600035,600393
0.6782001345008206,600035,600072
0.6766704700420831,600035,600075
0.6753962334634481,600035,600323
0.6735627903252664,600035,600210
0.6724145047716288,600035,600099
0.6717783405829143,600035,600168
0.6708587075437044,600035,600243
0.6707779551946395,600035,600200
0.6697848644368859,600035,600219
0.6696854221867232,600035,600617
0.6696583104335961,600035,600330
0.6693525572805604,600035,600218
0.6690030114360599,600035,600318
0.6683810392280574,600035,600539
0.6678696235017031,600035,600569
0.6668168929095238,600035,600247
0.6661347389650177,600035,600081
0.6660642233657905,600035,600258
0.6660076347788149,600035,600235
0.665820765442708,600035,600160
0.6650205329978688,600035,600403
0.6639596897689535,600035,600396
0.6638967383638287,600035,600085
0.6633742356361368,600035,600152
0.6633442636223592,600035,600126
0.6632777156366135,600035,600399
0.6632557347642094,600035,600108
0.6619790160840471,600035,600069
0.6614856239828483,600035,600287
0.6612714053305626,600035,600356
0.6606487095145691,600035,600278
0.6596436528867403,600035,600566
0.6577653969936069,600035,600221
0.6574364993304671,600035,600353
0.6572692479279009,600035,600501
0.6565934374449469,600035,600191
0.6564721614077422,600035,600172
0.6564272303751355,600035,600226
0.6562779863801981,600035,600561
0.6561505760777547,600035,600091
0.6554541530381895,600035,600070
0.6535899356177183,600035,600410
0.6530740702261693,600035,600018
0.6524622879381431,600035,600560
0.6523851107500914,600035,600163
0.6516649255765883,600035,600358
0.6513429650382274,600035,600405
0.6512162299736118,600035,600493
0.6510008422105842,600035,600114
0.650659481206554,600035,600382
0.6504376092386763,600035,600320
0.6504344268954332,600035,600100
0.6494586493991601,600035,600212
0.6489848303250774,600035,600138
0.648803741789349,600035,600128
0.6486438057905226,600035,600117
0.6475674457946389,600035,600488
0.6466117334072516,600035,600122
0.6466052784127476,600035,600130
0.6435914144828735,600035,600037
0.6435077359908878,600035,600605
0.6433151753754486,600035,600285
0.6430794373207116,600035,600171
0.6428297562685814,600035,600211
0.6423874444387699,600035,600621
0.6417819962679119,600035,600327
0.6412347737169223,600035,600129
0.6410441097437984,600035,600328
0.6407930760079961,600035,600105
0.6402502450754771,600035,600526
0.6401340517703971,600035,600279
0.6398087971009713,600035,600423
0.6397154186188043,600035,600232
0.6392115539673099,600035,600088
0.6386268133819328,600035,600460
0.637595920637021,600035,600507
0.6369890771517142,600035,600302
0.6353922094385543,600035,600531
0.6352137908572353,600035,600609
0.633776056747326,600035,600201
0.6332759172551734,600035,600107
0.6331313063087046,600035,600594
0.6328980902318773,600035,600102
0.6321095233504297,600035,600110
0.6319301107335665,600035,600292
0.6318230756738601,600035,600189
0.6314281742882756,600035,600508
0.6311131794873472,600035,600266
0.6307692795245271,600035,600027
0.6305858948869423,600035,600158
0.629956982966656,600035,600345
0.6297155674982188,600035,600265
0.6296371506314088,600035,600050
0.6295226358526648,600035,600175
0.6290582431460214,600035,600121
0.6289368901887091,600035,600086
0.6289072440114081,600035,600458
0.6280875880438368,600035,600186
0.627896997474633,600035,600281
0.627681404551324,600035,600298
0.6271905591562674,600035,600496
0.6270833059334471,600035,600388
0.6268025535692444,600035,600237
0.6263523139271634,600035,600053
0.6262624663376009,600035,600106
0.6262254435734551,600035,600115
0.6250948802679499,600035,600056
0.6247596388443913,600035,600461
0.6232893060859723,600035,600131
0.623250522651761,600035,600101
0.6223666254693001,600035,600310
0.622202911507842,600035,600113
0.622132080606078,600035,600366
0.6219489947099512,600035,600321
0.6216927430148026,600035,600563
0.6213383414007946,600035,600390
0.6201676689187833,600035,600268
0.6200426785756079,600035,600558
0.6198670477929467,600035,600578
0.6191271350921733,600035,600207
0.6190623660195731,600035,600019
0.6187022771404501,600035,600150
0.6177070185828643,600035,600029
0.6172436128960321,600035,600074
0.6168789240083467,600035,600192
0.6163854695151005,600035,600249
0.6161211532756722,600035,600118
0.6159169896613536,600035,600319
0.6156654505400122,600035,600289
0.6150201141369755,600035,600272
0.6149642136581289,600035,600370
0.6144974227653325,600035,600022
0.6142735910504316,600035,600190
0.6138303181614996,600035,600420
0.6129295565926837,600035,600170
0.6126765340123652,600035,600182
0.6110496835827213,600035,600026
0.6109433862311875,600035,600522
0.6108291302475389,600035,600143
0.6106412029288555,600035,600438
0.6098170610845457,600035,600487
0.6098135571579468,600035,600606
0.6097497704985273,600035,600060
0.6095452728958213,600035,600378
0.6094201287842742,600035,600455
0.6093033467742313,600035,600283
0.6088194892258443,600035,600339
0.608773699783685,600035,600301
0.6081287134397297,600035,600073
0.6079542869475391,600035,600332
0.6071512743388119,600035,600571
0.6062755978278864,600035,600322
0.6061204609154148,600035,600475
0.6060742123201077,600035,600148
0.6054038042292056,600035,600153
0.6049946032012331,600035,600230
0.6048116320368878,600035,600054
0.6042956480199337,600035,600307
0.6041709597323346,600035,600452
0.6039322943564018,600035,600391
0.6037243716321647,600035,600273
0.6034735613017552,600035,600480
0.6029326463279522,600035,600587
0.6013768101399604,600035,600165
0.6009018493700657,600035,600295
0.6008360251075027,600035,600387
0.6007536786532365,600035,600593
0.6005866202286143,600035,600120
0.6001613280975475,600035,600240
0.5993437301035989,600035,600363
0.5979558609870091,600035,600483
0.5979365480047103,600035,600104
0.5977051330421809,600035,600481
0.5976978514649592,600035,600009
0.5976588539335481,600035,600446
0.5975635074326133,600035,600355
0.5973201768247345,600035,600459
0.5972582575827349,600035,600236
0.5967496774824588,600035,600063
0.5963611383493079,600035,600553
0.5960751127657963,600035,600203
0.5958858467557498,600035,600039
0.5955546585781968,600035,600119
0.5954671261352663,600035,600031
0.5942922183585763,600035,600359
0.5936528197712786,600035,600199
0.5932603193201292,600035,600580
0.5932443230767114,600035,600416
0.5926164256948179,600035,600196
0.5922634398461522,600035,600418
0.5922497802065828,600035,600589
0.5922358811299093,600035,600067
0.5914695873781993,600035,600532
0.5911675623324294,600035,600078
0.5909871141915776,600035,600079
0.5901800337225848,600035,600456
